months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,policy_bind_date_year,policy_bind_date_month,policy_bind_date_day,incident_date_year,incident_date_month,incident_date_day,policy_to_incident_days,fraud_reported
45,38,589749,IN,100/300,1000,1197.71,0,470117,MALE,Masters,,movie,not-in-family,29000,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,springfield,3770 flute drive,17,3,NO,2,0,NO,78240,13040,13040,52160,suburu,legacy,2013,2006,5,14,2015,2,14,3198,0
344,51,437442,IL,100/300,1000,959.83,0,435809,FEMALE,Masters,sale,paintball,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,northbend,6179 3rd ridge,18,3,NO,2,2,YES,75400,17400,11600,46400,bmw,x6,2006,2008,6,27,2015,2,2,2411,1
37,25,421092,OH,100/300,1000,1221.17,0,617460,FEMALE,Masters,,golf,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,northbrook,8983 tree st,4,3,YES,0,0,YES,51030,5670,11340,34020,suburu,impreza,1996,2003,3,4,2015,1,24,4344,0
116,30,996253,IN,500/1000,500,951.46,0,467227,MALE,JD,,golf,not-in-family,0,-35500,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,riverwood,1328 texas lane,8,3,NO,0,3,NO,59670,6630,6630,46410,volkswagen,passat,2004,2001,11,29,2015,1,31,4811,1
84,29,630998,OH,250/500,1000,1117.17,0,473645,FEMALE,High School,,,not-in-family,0,-29900,Parked Car,Rear Collision,Trivial Damage,Police,SC,arlington,3693 pine ave,6,1,YES,2,0,YES,6820,620,1240,4960,bmw,3 series,2005,2003,4,9,2015,2,12,4327,0
192,40,175177,IL,100/300,1000,1405.99,0,472895,FEMALE,Associate,sale,yachting,wife,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,springfield,4755 best lane,18,3,YES,1,0,YES,42930,9540,4770,28620,bmw,x6,2005,2004,4,15,2015,3,1,3972,0
106,28,110143,OH,100/300,2000,1609.11,0,601177,MALE,High School,,polo,own-child,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,WV,hillsdale,9573 2nd ave,8,1,YES,2,1,YES,5490,0,1220,4270,saab,95,1999,1990,5,7,2015,1,18,9022,0
362,55,636843,OH,100/300,1000,1097.99,0,442239,FEMALE,JD,,,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,hillsdale,5160 2nd hwy,0,3,NO,0,3,NO,39690,0,0,39690,suburu,legacy,1998,2008,12,1,2015,2,17,2269,0
260,43,979963,IN,100/300,500,982.22,0,604279,FEMALE,JD,,skydiving,not-in-family,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,riverwood,3196 cherokee st,18,1,NO,1,0,NO,75400,15080,7540,52780,honda,crv,2011,2009,6,3,2015,2,12,2080,0
122,33,553436,IL,250/500,500,1236.5,0,619620,MALE,PhD,,,husband,0,-48700,Parked Car,Rear Collision,Trivial Damage,nan,NY,hillsdale,8211 sky hwy,1,1,NO,0,1,NO,5060,460,920,3680,nissan,ultima,2003,1991,6,3,2015,2,12,8655,0
103,29,221283,OH,500/1000,500,914.85,0,614867,MALE,Associate,,,other-relative,72100,0,Parked Car,Rear Collision,Minor Damage,Police,OH,columbus,3423 francis ave,5,1,NO,2,3,NO,7110,790,1580,4740,accura,mdx,2005,1994,8,23,2015,2,12,7478,0
330,47,912665,IL,100/300,2000,1133.27,0,432218,FEMALE,High School,,chess,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,northbrook,6678 weaver drive,20,2,NO,0,2,YES,60500,11000,5500,44000,ford,f150,1999,2014,5,28,2015,3,1,277,1
233,41,728491,OH,500/1000,2000,1615.14,0,606638,FEMALE,Associate,,,other-relative,67100,0,Vehicle Theft,Rear Collision,Minor Damage,nan,NY,springfield,4857 weaver st,6,1,NO,0,1,NO,3740,680,680,2380,chevrolet,malibu,2011,1997,8,30,2015,1,20,6352,0
212,35,620855,IN,500/1000,2000,1123.89,0,468313,MALE,MD,,,unmarried,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,columbus,4119 texas st,0,3,NO,1,3,NO,50380,4580,4580,41220,suburu,forrestor,1996,1990,4,29,2015,1,21,9033,0
61,29,180720,IN,250/500,1000,1115.27,0,613816,MALE,JD,,polo,unmarried,0,-66000,Parked Car,Rear Collision,Trivial Damage,nan,VA,hillsdale,4629 elm ridge,10,1,YES,2,1,YES,5900,590,590,4720,nissan,pathfinder,2010,1995,3,14,2015,1,1,7233,0
229,43,791425,IN,250/500,2000,1585.54,0,463153,MALE,High School,,reading,not-in-family,42600,-44400,Vehicle Theft,Rear Collision,Minor Damage,nan,WV,hillsdale,9322 rock hwy,3,1,NO,1,0,YES,4620,420,840,3360,volkswagen,jetta,2012,1997,6,18,2015,2,26,6462,0
101,33,552788,IL,500/1000,1000,1313.64,0,438617,FEMALE,College,,,unmarried,12100,0,Parked Car,Rear Collision,Trivial Damage,nan,NY,hillsdale,7500 texas ridge,3,1,YES,1,0,NO,4290,780,390,3120,audi,a3,1997,1991,9,3,2015,2,10,8561,0
230,42,175960,IN,100/300,1000,1023.11,0,476130,FEMALE,MD,,golf,own-child,0,-45300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,northbend,1589 best ave,13,3,NO,1,2,YES,58850,10700,10700,37450,accura,mdx,1999,2004,11,16,2015,2,6,3734,0
295,48,740019,OH,250/500,1000,1148.73,0,439787,FEMALE,College,,kayaking,wife,0,0,Parked Car,Rear Collision,Trivial Damage,nan,WV,columbus,3998 flute st,6,1,NO,1,2,YES,5400,900,900,3600,saab,95,1999,2009,6,17,2015,2,22,2076,0
140,35,155912,OH,100/300,1000,1520.78,0,470538,FEMALE,High School,,chess,wife,0,-42900,Parked Car,Rear Collision,Trivial Damage,nan,SC,columbus,3320 5th hwy,5,1,NO,0,2,YES,2860,520,260,2080,chevrolet,tahoe,1997,2008,3,21,2015,1,21,2497,1
243,44,967713,IL,250/500,500,809.11,0,600208,MALE,JD,,polo,other-relative,33200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,springfield,9352 washington ave,4,3,NO,2,1,YES,51400,5140,10280,35980,honda,civic,1996,1997,12,25,2015,1,27,6242,0
78,24,910622,IN,100/300,500,1175.51,0,474792,MALE,Masters,,yachting,husband,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,NY,columbus,3553 texas ave,20,1,NO,0,1,YES,7480,680,680,6120,dodge,neon,2003,1992,3,22,2015,1,6,8325,0
253,46,247505,IL,100/300,500,1358.2,0,477636,FEMALE,MD,,movie,husband,52900,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,columbus,4254 best ridge,11,3,YES,0,0,NO,64570,5870,11740,46960,jeep,wrangler,2001,2006,4,19,2015,2,14,3223,0
297,47,272330,IN,250/500,500,1616.65,7000000,456363,MALE,MD,,movie,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,columbus,1087 flute drive,0,3,NO,0,3,YES,44400,5550,5550,33300,jeep,grand cherokee,1999,2009,11,29,2015,1,16,1874,0
479,60,698589,IL,500/1000,1000,1188.45,0,459295,FEMALE,MD,,camping,other-relative,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,arlington,3275 pine st,9,2,NO,0,3,NO,53900,5390,10780,37730,saab,95,2006,2002,11,28,2015,1,18,4434,0
204,40,643226,OH,250/500,1000,1693.83,7000000,447976,MALE,High School,,polo,other-relative,44000,-20800,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,northbrook,9043 maple hwy,6,1,NO,1,0,NO,53400,5340,5340,42720,honda,crv,2003,1992,4,7,2015,1,9,8312,0
94,30,146138,IN,250/500,2000,1025.54,0,442632,FEMALE,High School,,paintball,other-relative,0,-52600,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,arlington,1840 embaracadero ave,19,1,NO,1,3,YES,64100,6410,6410,51280,chevrolet,malibu,2001,2002,3,1,2015,2,20,4739,0
431,54,485664,IN,500/1000,2000,1155.55,0,615901,FEMALE,MD,,,unmarried,65700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,hillsdale,3930 embaracadero st,4,3,NO,2,0,NO,62300,12460,6230,43610,jeep,wrangler,2007,2002,11,25,2015,1,21,4440,0
258,41,605100,IL,100/300,500,1042.25,0,601206,MALE,Masters,,reading,unmarried,0,-44400,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,riverwood,2905 embaracadero drive,0,3,NO,2,3,NO,81240,6770,20310,54160,mercedes,c300,2008,2001,2,15,2015,2,8,5106,1
295,42,132902,OH,250/500,2000,1641.73,5000000,450149,MALE,PhD,sale,chess,not-in-family,62400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,riverwood,1269 flute drive,16,3,NO,0,0,NO,59130,6570,6570,45990,ford,escape,2006,2007,4,24,2015,1,20,2828,1
134,30,843227,OH,250/500,2000,1443.32,0,613287,FEMALE,PhD,,dancing,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,northbend,9980 lincoln ave,19,3,NO,0,2,YES,47790,5310,5310,37170,suburu,impreza,1995,2007,9,28,2015,1,7,2658,1
180,36,420948,IL,100/300,500,1272.46,0,456959,MALE,College,,exercise,wife,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,northbrook,2352 sky drive,7,3,YES,2,1,NO,69630,12660,6330,50640,toyota,corolla,1998,2015,1,3,2015,2,19,47,0
298,46,667021,OH,500/1000,1000,1138.42,6000000,477678,MALE,JD,,dancing,own-child,36900,-55000,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,arlington,5277 texas lane,18,1,NO,2,3,YES,33550,3050,6100,24400,volkswagen,passat,2005,2007,5,2,2015,2,16,2847,0
65,29,133889,OH,250/500,2000,1441.6,5000000,472223,FEMALE,MD,sale,kayaking,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,columbus,2253 maple ave,21,3,YES,0,0,NO,62900,6290,12580,44030,jeep,grand cherokee,1998,2004,6,14,2015,1,12,3864,0
272,43,509928,OH,100/300,1000,1279.13,0,615226,MALE,PhD,,,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,springfield,3172 tree ridge,5,3,NO,1,2,YES,81070,7370,14740,58960,audi,a3,2006,1995,7,25,2015,2,6,7136,1
415,52,794731,IN,250/500,1000,973.5,0,468634,MALE,PhD,,polo,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,arlington,9918 andromedia drive,15,2,YES,1,3,YES,51090,7860,7860,35370,toyota,highlander,2003,2015,2,22,2015,2,2,-20,0
392,50,556415,OH,100/300,2000,1108.97,0,431496,FEMALE,PhD,,exercise,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,springfield,1248 mlk ridge,4,1,NO,2,2,YES,108030,16620,16620,74790,saab,92x,2002,1991,8,22,2015,1,14,8546,0
123,28,137675,IL,100/300,2000,1836.02,0,470559,MALE,Masters,,movie,own-child,38000,-41200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,riverwood,4335 1st st,5,1,NO,2,1,YES,79800,13300,6650,59850,volkswagen,passat,2011,2012,12,3,2015,1,1,759,1
69,24,807369,IN,500/1000,500,1418.5,0,614948,FEMALE,High School,,yachting,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,springfield,6443 washington ridge,23,3,NO,0,0,NO,63300,12660,6330,44310,dodge,ram,2012,1992,6,19,2015,2,4,8265,0
149,37,990493,IL,500/1000,500,1415.68,0,603381,MALE,PhD,,yachting,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,WV,hillsdale,3540 maple st,17,1,YES,0,1,YES,64800,10800,5400,48600,audi,a3,1999,1991,1,13,2015,2,12,8796,0
274,45,589094,IN,250/500,1000,1353.53,0,451467,FEMALE,JD,,,unmarried,54700,-47900,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,columbus,2900 sky drive,13,1,YES,0,0,NO,58500,11700,0,46800,accura,mdx,1995,2003,5,27,2015,1,14,4250,1
238,43,444035,OH,250/500,1000,1524.45,4000000,607458,MALE,High School,,chess,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,hillsdale,3397 5th ave,21,4,NO,0,0,NO,42700,4270,4270,34160,saab,92x,1995,1996,5,11,2015,2,16,6855,1
58,23,520179,OH,500/1000,2000,1471.44,5000000,446657,MALE,High School,,reading,own-child,57500,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,riverwood,6110 rock ridge,8,1,NO,2,1,NO,50380,4580,9160,36640,chevrolet,tahoe,2007,1992,5,29,2015,1,20,8271,1
80,26,488597,IL,100/300,1000,1343.0,0,443625,MALE,Masters,,camping,other-relative,64600,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,arlington,5455 oak hwy,12,1,NO,0,0,NO,90400,9040,9040,72320,bmw,3 series,1995,2001,5,8,2015,1,3,4988,0
222,42,922565,IL,250/500,500,1124.6,0,612904,MALE,Associate,,hiking,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,arlington,4985 sky lane,23,3,YES,0,0,NO,51740,11940,7960,31840,jeep,wrangler,2006,1999,5,23,2015,1,30,5731,0
451,61,533941,IN,250/500,2000,1618.65,2000000,475407,FEMALE,Associate,,polo,unmarried,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,columbus,2651 mlk lane,3,3,YES,2,1,YES,78100,15620,7810,54670,chevrolet,tahoe,1997,1998,6,18,2015,2,4,6075,1
227,38,279422,OH,500/1000,500,976.67,0,471600,FEMALE,PhD,,polo,unmarried,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,northbrook,6530 weaver ave,16,1,NO,1,2,NO,72200,14440,7220,50540,bmw,m5,2013,2013,10,27,2015,1,21,451,1
290,42,135400,IN,500/1000,500,989.97,0,462519,MALE,Masters,,kayaking,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,hillsdale,3618 sky ave,10,1,NO,0,1,NO,48000,4800,9600,33600,saab,95,2013,2014,1,20,2015,1,20,365,0
264,41,424862,OH,100/300,500,1411.3,0,474801,MALE,PhD,,,unmarried,55600,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,northbrook,4158 washington lane,4,1,NO,1,0,NO,60390,10980,5490,43920,bmw,m5,2004,2002,10,16,2015,2,8,4498,1
214,36,831479,IL,100/300,2000,987.42,7000000,461418,FEMALE,Associate,,kayaking,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,springfield,3592 mlk ridge,17,3,NO,0,3,NO,47080,4280,8560,34240,saab,93,2006,2000,6,4,2015,1,31,5354,0
165,33,760179,OH,100/300,1000,1427.14,0,446895,FEMALE,Associate,,kayaking,other-relative,35300,-58100,Parked Car,Rear Collision,Minor Damage,Police,WV,northbend,1028 sky lane,3,1,NO,1,1,NO,2970,330,330,2310,toyota,highlander,2008,2007,3,25,2015,2,15,2884,0
322,49,130156,IL,250/500,2000,1277.12,0,431853,FEMALE,PhD,,kayaking,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,hillsdale,6731 andromedia hwy,18,1,NO,0,2,YES,42240,7680,7680,26880,chevrolet,malibu,2007,2001,9,24,2015,1,19,4865,0
134,29,687698,OH,100/300,2000,1413.14,5000000,430632,FEMALE,PhD,sale,,own-child,35100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,columbus,7121 francis lane,7,3,NO,2,3,NO,34650,7700,3850,23100,dodge,ram,2007,2000,9,6,2015,2,22,5282,0
145,37,794534,OH,250/500,2000,1434.27,0,457234,FEMALE,Associate,,sleeping,unmarried,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,arlington,2950 mlk ave,13,1,NO,2,3,NO,55110,5010,10020,40080,nissan,maximum,2002,1991,12,14,2015,1,4,8422,0
109,29,488464,OH,100/300,2000,1007.28,6000000,457727,FEMALE,High School,,movie,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,riverwood,1833 solo ave,17,3,NO,1,3,YES,91080,16560,16560,57960,jeep,wrangler,1995,2006,10,1,2015,2,21,3065,0
212,42,636550,IL,100/300,500,1315.68,0,600983,MALE,PhD,,camping,wife,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Other,NC,hillsdale,3066 francis ave,14,1,NO,2,1,NO,42300,4700,4700,32900,saab,92x,1996,2011,7,25,2015,1,5,1260,0
370,55,285496,IL,100/300,2000,972.18,0,443920,MALE,High School,,paintball,other-relative,72700,-68200,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,hillsdale,2526 embaracadero ave,20,3,NO,0,0,YES,71520,17880,5960,47680,suburu,forrestor,2000,1994,5,27,2015,1,11,7534,1
257,43,553565,IN,500/1000,2000,929.7,6000000,618632,FEMALE,PhD,,,husband,46400,-74300,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,arlington,3834 pine st,12,1,NO,2,2,YES,63240,10540,5270,47430,mercedes,e400,2005,1999,2,18,2015,1,14,5809,0
257,40,463237,IN,100/300,2000,1306.0,0,610381,MALE,Associate,,,husband,46100,-46900,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,columbus,9856 apache st,3,3,YES,2,1,NO,50050,7700,3850,38500,ford,fusion,2008,2000,2,9,2015,2,21,5491,1
256,41,227811,IL,250/500,2000,1415.74,6000000,608117,FEMALE,PhD,,,unmarried,48900,-62400,Single Vehicle Collision,Front Collision,Major Damage,Police,OH,arlington,6956 maple drive,5,1,NO,1,2,NO,63400,6340,6340,50720,chevrolet,tahoe,2014,1990,5,25,2015,1,10,8996,1
210,38,950880,IN,250/500,500,999.52,0,615229,MALE,JD,,golf,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,VA,springfield,7240 5th ridge,6,1,NO,1,2,NO,8640,1440,720,6480,accura,tl,2008,1998,12,19,2015,1,13,5869,0
290,45,219028,OH,100/300,1000,1311.3,0,451550,FEMALE,Associate,,chess,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,hillsdale,1353 washington st,23,3,YES,0,0,YES,52650,5850,5850,40950,ford,f150,2001,1991,7,18,2015,1,10,8577,1
70,29,963285,IN,100/300,1000,1425.79,0,604147,FEMALE,MD,,,other-relative,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,riverwood,1275 4th ridge,12,1,NO,0,3,NO,69360,11560,11560,46240,dodge,ram,2009,2006,12,9,2015,1,4,2948,0
199,41,657045,OH,250/500,1000,895.83,0,452597,FEMALE,Associate,sale,paintball,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,arlington,2324 texas ridge,10,1,NO,1,2,NO,30100,3010,0,27090,chevrolet,malibu,1999,1995,12,4,2015,2,11,7009,0
204,40,540152,IL,100/300,500,1256.2,0,448310,FEMALE,JD,sale,hiking,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,northbend,5363 weaver lane,10,3,YES,1,2,YES,41700,8340,8340,25020,saab,95,2013,1991,1,27,2015,1,7,8746,0
106,30,790442,OH,250/500,500,538.17,0,433782,FEMALE,PhD,,reading,own-child,49700,-60200,Single Vehicle Collision,Rear Collision,Total Loss,Other,NC,arlington,6660 mlk drive,23,1,NO,2,2,NO,51120,5680,5680,39760,mercedes,e400,2005,2003,4,13,2015,2,10,4321,0
70,27,714784,IN,250/500,1000,1008.79,4000000,466691,FEMALE,Masters,,,own-child,46000,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,columbus,7816 mlk lane,19,1,NO,2,3,NO,4400,0,550,3850,toyota,camry,2000,2004,7,16,2015,1,13,3833,0
70,26,558938,OH,500/1000,1000,1199.44,5000000,619884,MALE,College,,hiking,own-child,63600,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,riverwood,5074 3rd st,0,3,NO,1,2,YES,52110,5790,5790,40530,nissan,maximum,2012,2005,6,8,2015,2,22,3546,0
282,46,502634,OH,100/300,2000,1558.86,0,450800,MALE,MD,,dancing,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,springfield,7954 tree ridge,2,1,NO,2,2,NO,69400,13880,6940,48580,bmw,m5,2012,1991,8,17,2015,2,17,8585,0
342,53,110408,IN,100/300,1000,1028.44,0,602304,FEMALE,College,,dancing,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,springfield,8618 texas lane,12,1,NO,0,0,NO,80960,14720,7360,58880,accura,mdx,2000,2005,11,14,2015,1,26,3360,0
130,34,153298,OH,100/300,500,990.11,0,442666,MALE,Masters,sale,kayaking,other-relative,0,-41200,Parked Car,Rear Collision,Trivial Damage,nan,NY,riverwood,8872 oak ridge,8,1,NO,1,3,YES,5830,1060,1060,3710,dodge,ram,2015,2009,3,23,2015,1,10,2119,0
246,44,996850,OH,100/300,1000,1397.0,0,614521,MALE,High School,,reading,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,arlington,7705 lincoln drive,6,1,NO,1,0,NO,61740,6860,6860,48020,accura,mdx,1997,1995,3,8,2015,1,3,7241,0
195,36,842618,IN,100/300,2000,1346.18,0,611852,FEMALE,Associate,,camping,wife,57800,-53300,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,hillsdale,3797 solo lane,14,3,YES,2,3,YES,68970,12540,6270,50160,chevrolet,tahoe,2007,2001,11,6,2015,2,25,4859,0
264,44,976645,IL,100/300,500,1047.06,6000000,443402,MALE,College,,sleeping,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,springfield,9325 lincoln drive,20,3,NO,0,2,NO,69850,12700,6350,50800,ford,fusion,1999,2010,2,28,2015,2,13,1811,0
163,38,413192,IN,500/1000,2000,1453.92,0,607605,FEMALE,PhD,,yachting,other-relative,51700,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,hillsdale,3900 texas st,13,1,YES,2,3,NO,79500,15900,7950,55650,accura,mdx,1995,1997,10,2,2015,2,21,6351,0
254,39,332867,IN,100/300,500,1362.87,0,458364,FEMALE,MD,,chess,other-relative,35700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,arlington,1218 sky hwy,6,3,YES,2,2,NO,82320,13720,6860,61740,dodge,neon,1995,1993,12,13,2015,2,22,7741,1
96,26,658002,OH,250/500,2000,1509.04,0,611723,FEMALE,Associate,,,husband,10000,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,riverwood,1832 elm hwy,9,1,YES,2,3,NO,78320,7120,14240,56960,saab,92x,2007,2005,10,21,2015,2,23,3412,0
120,28,434507,IL,250/500,1000,1281.27,0,447442,FEMALE,PhD,,golf,not-in-family,68900,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,springfield,7709 rock lane,9,3,NO,0,3,NO,65500,6550,6550,52400,bmw,x5,2010,2009,2,6,2015,1,7,2161,0
235,40,682754,IL,500/1000,500,1398.94,0,613399,MALE,College,,,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,riverwood,4107 mlk ridge,11,1,NO,1,2,NO,68300,6830,13660,47810,suburu,forrestor,2003,1995,10,9,2015,1,24,7047,0
303,50,411477,OH,100/300,500,793.15,0,620869,MALE,MD,,,own-child,54600,-45500,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,hillsdale,3925 sky st,17,3,NO,0,3,NO,81960,13660,13660,54640,dodge,neon,2008,2001,12,25,2015,1,14,4768,0
33,33,758740,IL,500/1000,1000,1096.79,6000000,446898,FEMALE,Associate,,dancing,unmarried,45500,-60600,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,springfield,8926 texas ridge,16,1,NO,2,1,NO,81400,8140,8140,65120,bmw,m5,1998,1997,8,4,2015,1,7,6365,0
128,35,469966,IN,500/1000,500,1366.6,0,620493,FEMALE,MD,,kayaking,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,columbus,8667 weaver lane,10,3,NO,2,1,NO,88220,16040,16040,56140,chevrolet,malibu,2008,2004,7,22,2015,1,1,3815,0
194,34,573572,IL,100/300,500,1429.96,0,463307,FEMALE,JD,,,husband,67800,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,northbend,9633 4th st,11,3,NO,1,2,YES,57200,11440,5720,40040,toyota,camry,2005,1991,6,16,2015,1,12,8611,0
146,36,792673,OH,500/1000,2000,1233.96,0,606177,FEMALE,Masters,,golf,other-relative,34500,-60600,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,hillsdale,3457 texas lane,16,3,NO,1,1,NO,55900,5590,5590,44720,nissan,ultima,2015,2013,4,12,2015,2,5,664,0
253,41,261315,OH,100/300,2000,1312.75,0,471453,FEMALE,PhD,sale,dancing,other-relative,81300,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,springfield,4671 5th ridge,10,3,NO,2,2,YES,80740,7340,14680,58720,toyota,camry,2014,2013,4,10,2015,1,1,631,1
131,29,811042,IN,250/500,1000,978.27,0,479821,FEMALE,Associate,sale,paintball,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,hillsdale,2725 britain ridge,5,1,NO,1,3,NO,76400,15280,7640,53480,suburu,forrestor,2003,2013,7,4,2015,2,3,579,0
180,38,644081,OH,250/500,2000,1301.13,0,476685,FEMALE,College,,,not-in-family,41300,-55500,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,springfield,6851 3rd drive,12,1,NO,0,2,YES,46200,4200,8400,33600,dodge,neon,2003,1998,12,28,2015,1,15,5862,1
2,28,184938,IL,250/500,1000,1340.56,0,433184,FEMALE,JD,,golf,not-in-family,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,northbend,9020 elm ave,19,1,YES,0,2,YES,58140,6460,6460,45220,saab,92x,2008,1999,5,22,2015,1,17,5719,0
252,46,932097,IN,100/300,1000,1242.02,0,601961,MALE,Masters,,dancing,wife,0,-28800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,hillsdale,6390 apache st,17,1,YES,0,2,YES,74900,14980,7490,52430,jeep,grand cherokee,2003,2005,9,6,2015,2,8,3442,0
453,60,149367,IN,100/300,500,1298.91,6000000,459504,MALE,PhD,,dancing,unmarried,52600,-38800,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,springfield,7253 mlk st,0,1,YES,0,0,NO,70000,14000,7000,49000,ford,f150,2015,2003,3,18,2015,1,6,4312,1
85,25,159768,IN,250/500,500,1259.02,0,439534,FEMALE,JD,,,unmarried,67000,-53600,Parked Car,Rear Collision,Trivial Damage,nan,SC,northbend,7529 solo ridge,8,1,NO,2,2,NO,5640,940,940,3760,nissan,ultima,2005,2008,9,3,2015,2,16,2357,0
